Position	Percent Accuracy
114	0.9893510937690735
115	0.46570107340812683
116	0.9490131139755249
117	0.9906538128852844
118	0.45942556858062744
119	0.9544617533683777
120	0.9860466122627258
121	0.4613815248012543
122	0.9562477469444275
123	0.9725478887557983
124	0.4531819522380829
125	0.9555437564849854
126	0.9791445136070251
127	0.4950324594974518
128	0.9467263221740723
129	0.9799603819847107
130	0.4418247640132904
131	0.9756572246551514
132	0.9843959808349609
133	0.5808599591255188
134	0.9823949933052063
135	0.9893338084220886
136	0.4327933192253113
137	0.9772853255271912
138	0.9879141449928284
139	0.31556060910224915
140	0.9700632095336914
141	0.9837870001792908
142	0.33898094296455383
143	0.9745025038719177
144	0.9870043396949768
145	0.2818053364753723
146	0.9792284965515137
147	0.9895443320274353
148	0.3139083683490753
149	0.9521164894104004
150	0.9882559180259705
151	0.21660134196281433
152	0.9665798544883728
153	0.9899208545684814
154	0.20149008929729462
155	0.9869417548179626
156	0.9960730075836182
157	0.2066822052001953
158	0.9842408299446106
159	0.9945660829544067
160	0.19408844411373138
161	0.9742142558097839
162	0.9901845455169678
163	0.2614244520664215
164	0.9883451461791992
165	0.9948543906211853
166	0.28871607780456543
167	0.9857479929924011
168	0.9947978258132935
169	0.2633061707019806
170	0.9753960371017456
171	0.9891021251678467
172	0.23480994999408722
173	0.9702975749969482
174	0.9861116409301758
175	0.26292115449905396
176	0.9740132093429565
177	0.9840342998504639
178	0.23094403743743896
179	0.974696695804596
180	0.9845920205116272
181	0.2913559675216675
182	0.9731866121292114
183	0.970246434211731
184	0.2599356770515442
185	0.9510382413864136
186	0.9529723525047302
187	0.2535165548324585
188	0.9615209698677063
189	0.9692948460578918
190	0.24470731616020203
191	0.9720593690872192
192	0.9784026145935059
193	0.29335159063339233
194	0.988933801651001
195	0.9822511076927185
196	0.26783663034439087
197	0.9764032959938049
198	0.9684734344482422
199	0.24872754514217377
200	0.9781458377838135
201	0.9731804132461548
202	0.35339415073394775
203	0.9881373047828674
204	0.9668075442314148
205	0.4090527594089508
206	0.9880510568618774
207	0.9623156785964966
208	0.4290853440761566
209	0.9897916316986084
210	0.9703437089920044
211	0.43573111295700073
212	0.9947351813316345
213	0.9735837578773499
214	0.4997689723968506
215	0.9978615641593933
216	0.9858150482177734
217	0.4895319640636444
218	0.9969118237495422
219	0.9889109134674072
220	0.5074633359909058
221	0.998779833316803
222	0.9921231865882874
223	0.48600897192955017
224	0.998573899269104
225	0.9922305941581726
226	0.4501340389251709
227	0.9995021820068359
228	0.992958664894104
229	0.5443946719169617
230	0.9994983673095703
231	0.9938306212425232
232	0.5812342166900635
233	0.9995508790016174
234	0.9945856928825378
235	0.6297338008880615
236	0.9997512698173523
237	0.996303915977478
238	0.5997493863105774
239	0.999731719493866
240	0.9962729215621948
241	0.6650019288063049
242	0.9997894167900085
243	0.9946590065956116
244	0.5975274443626404
245	0.9997398257255554
246	0.9952369928359985
247	0.6620125770568848
248	0.9997172951698303
249	0.9920714497566223
250	0.776567816734314
251	0.9996015429496765
252	0.9884098768234253
253	0.7800291180610657
254	0.9994407296180725
255	0.9829822182655334
256	0.7938992381095886
257	0.9993728995323181
258	0.983989953994751
259	0.8002585768699646
260	0.9991843104362488
261	0.9826212525367737
262	0.8144221305847168
263	0.9993382096290588
264	0.9843111634254456
265	0.8086165189743042
266	0.9990386962890625
267	0.978870153427124
268	0.8168091773986816
269	0.9989157915115356
270	0.9833425283432007
271	0.8371524214744568
272	0.9984527826309204
273	0.9588056802749634
274	0.8150671720504761
275	0.9976590871810913
276	0.9576916694641113
277	0.7692679166793823
278	0.9982084035873413
279	0.9506504535675049
280	0.6864868402481079
281	0.9980562925338745
282	0.9386826753616333
283	0.7488749623298645
284	0.997143566608429
285	0.9172413945198059
286	0.7323071956634521
287	0.9967076778411865
288	0.8620060086250305
289	0.7693491578102112
290	0.9974750876426697
291	0.8940906524658203
292	0.6703107953071594
293	0.9978944659233093
294	0.9196444749832153
295	0.7614355087280273
296	0.9990599751472473
297	0.9600878357887268
298	0.8324273228645325
299	0.9988805651664734
300	0.9809591174125671
301	0.8034358024597168
302	0.9978429079055786
303	0.9876160025596619
304	0.736093282699585
305	0.9976581335067749
306	0.9785206317901611
307	0.7530704140663147
308	0.9977042078971863
309	0.9923920035362244
310	0.9123581051826477
311	0.9989939332008362
312	0.994154155254364
313	0.9260910749435425
314	0.9988383650779724
315	0.9966532588005066
316	0.9515695571899414
317	0.9981909394264221
318	0.9949678778648376
319	0.9596482515335083
320	0.9973962306976318
321	0.9924098253250122
322	0.962291419506073
323	0.9974831938743591
324	0.9932021498680115
325	0.9740837812423706
326	0.9968621730804443
327	0.9904534816741943
328	0.9685039520263672
329	0.9949274063110352
330	0.9876157641410828
331	0.975907027721405
332	0.9964817762374878
333	0.978523850440979
334	0.9753539562225342
335	0.9956696033477783
336	0.9815466403961182
337	0.9752504825592041
338	0.9961547255516052
339	0.9858300089836121
340	0.9840907454490662
341	0.9970430731773376
342	0.9913768768310547
343	0.9851945042610168
344	0.9967792630195618
345	0.9824748635292053
346	0.9799685478210449
347	0.9972149133682251
348	0.982448935508728
349	0.9671475887298584
350	0.9975995421409607
351	0.9879500865936279
352	0.9734641313552856
353	0.9973617196083069
354	0.9885764718055725
355	0.9669042825698853
356	0.9976276755332947
357	0.985885500907898
358	0.9717417359352112
359	0.9977800250053406
360	0.9769896268844604
361	0.9409629106521606
362	0.9980762004852295
363	0.9799354672431946
364	0.916999101638794
365	0.9975403547286987
366	0.970793604850769
367	0.9295830726623535
368	0.9976508021354675
369	0.970855176448822
370	0.9215116500854492
371	0.9974783062934875
372	0.9636297225952148
373	0.9131338000297546
374	0.9972952008247375
375	0.9544695019721985
376	0.8821101188659668
377	0.9977591037750244
378	0.9643491506576538
379	0.8933365345001221
380	0.9969084858894348
381	0.9734801650047302
382	0.9063785672187805
383	0.9979730248451233
384	0.9802531003952026
385	0.9367983937263489
386	0.9979327917098999
387	0.9791284799575806
388	0.9349340796470642
389	0.9984161853790283
390	0.9882855415344238
391	0.9251790642738342
392	0.9961826205253601
393	0.9777871370315552
394	0.8734591007232666
395	0.9929367899894714
396	0.9553976058959961
397	0.9071180820465088
398	0.9931421279907227
399	0.9506202936172485
400	0.8642738461494446
401	0.9952151775360107
402	0.9090701937675476
403	0.7973859906196594
404	0.9939550757408142
405	0.8584626913070679
406	0.788336455821991
407	0.9800671339035034
408	0.8239765763282776
409	0.6629364490509033
410	0.9804367423057556
411	0.7126485109329224
412	0.600123941898346
413	0.958488404750824
414	0.6969086527824402
415	0.6321610808372498
416	0.9538620114326477
417	0.7049046158790588
418	0.6721386313438416
419	0.9771609306335449
420	0.734973669052124
421	0.6724145412445068
422	0.9796573519706726
423	0.7148566246032715
424	0.7477279305458069
425	0.9824326038360596
426	0.7570744156837463
427	0.6260586380958557
428	0.9848077297210693
429	0.8044272065162659
430	0.7440205216407776
431	0.9928574562072754
432	0.8334412574768066
433	0.6434399485588074
434	0.991271436214447
435	0.7836493849754333
436	0.6522036790847778
437	0.994494616985321
438	0.7946787476539612
439	0.5855795741081238
440	0.992425799369812
441	0.8179594874382019
442	0.5280315279960632
443	0.9950541257858276
444	0.8863416910171509
445	0.7018486857414246
446	0.9940779209136963
447	0.8669885993003845
448	0.620561420917511
449	0.9900302886962891
450	0.7162001132965088
451	0.5940999388694763
452	0.9797772765159607
453	0.7591682076454163
454	0.5829713344573975
455	0.97573322057724
456	0.8253440856933594
457	0.7036927342414856
458	0.9842653274536133
459	0.8743278980255127
460	0.7182000875473022
461	0.9889963865280151
462	0.8987464308738708
463	0.7533014416694641
464	0.9935785531997681
465	0.9007756114006042
466	0.6673639416694641
467	0.9912847280502319
468	0.9226295948028564
469	0.6766482591629028
470	0.9940768480300903
471	0.9356446266174316
472	0.7724584341049194
473	0.9965949654579163
474	0.9300066828727722
475	0.8430120348930359
476	0.9951779842376709
477	0.9187618494033813
478	0.7772331237792969
479	0.9898618459701538
480	0.8206264972686768
481	0.5112816691398621
482	0.9799438118934631
483	0.7394759058952332
484	0.6384881734848022
485	0.9804863929748535
486	0.8453989624977112
487	0.7095214128494263
488	0.9884582161903381
489	0.8854838013648987
490	0.6847838163375854
491	0.9902088642120361
492	0.8548067212104797
493	0.6646186709403992
494	0.9879091382026672
495	0.9062981009483337
496	0.6827154159545898
497	0.9900763630867004
498	0.9435743689537048
499	0.681195855140686
500	0.9934505224227905
501	0.9632877111434937
502	0.8382541537284851
503	0.9941515326499939
504	0.9637511968612671
505	0.7732148766517639
506	0.9922574758529663
507	0.9387931823730469
508	0.6415340304374695
509	0.9930011034011841
510	0.9123746752738953
511	0.666748046875
512	0.9895641803741455
513	0.937987744808197
514	0.7605032324790955
515	0.9924742579460144
516	0.9863303899765015
517	0.8453303575515747
518	0.9959008097648621
519	0.9863083958625793
520	0.782071590423584
521	0.9906512498855591
522	0.9828194975852966
523	0.7784377336502075
524	0.9777705073356628
525	0.9775026440620422
526	0.7557291984558105
527	0.9827060699462891
528	0.9682314395904541
529	0.8500463962554932
530	0.9756363034248352
531	0.9814630746841431
532	0.8486037254333496
533	0.981661856174469
534	0.9844973087310791
535	0.7644843459129333
536	0.9767829179763794
537	0.9691058993339539
538	0.6924244165420532
539	0.9595398306846619
540	0.9691460132598877
541	0.7342888116836548
542	0.9721266031265259
543	0.9810391664505005
544	0.8496545553207397
545	0.9812943935394287
546	0.978238582611084
547	0.8205535411834717
548	0.9831148982048035
549	0.9827573895454407
550	0.7040306925773621
551	0.9773114323616028
552	0.9800776243209839
553	0.6998136043548584
554	0.966555118560791
555	0.9701274633407593
556	0.7228862643241882
557	0.9603585600852966
558	0.9648444056510925
559	0.7303198575973511
560	0.9574300050735474
561	0.9650253057479858
562	0.7110061645507812
563	0.9290737509727478
564	0.9653276205062866
565	0.6122188568115234
566	0.9163519144058228
567	0.9416984915733337
568	0.5910604596138
569	0.9159237742424011
570	0.9635804891586304
571	0.5157105922698975
572	0.9237240552902222
573	0.9769732356071472
574	0.5158159732818604
575	0.9077243208885193
576	0.969971239566803
577	0.5679256916046143
578	0.8683752417564392
579	0.9475271701812744
580	0.4138345420360565
581	0.8860063552856445
582	0.9524305462837219
583	0.45038607716560364
584	0.9109900593757629
585	0.9617522358894348
586	0.49006572365760803
587	0.8891772031784058
588	0.9373198747634888
589	0.55858314037323
590	0.9331434965133667
591	0.9440456032752991
592	0.6125181317329407
593	0.9331487417221069
594	0.9467799663543701
595	0.7043875455856323
596	0.9594139456748962
597	0.9552891254425049
598	0.8169991374015808
599	0.9847257733345032
600	0.9586229920387268
601	0.8147128820419312
602	0.9833947420120239
603	0.9708681702613831
604	0.8111153244972229
605	0.9674009084701538
606	0.9382193684577942
607	0.6615155935287476
608	0.9640781879425049
609	0.9169517159461975
610	0.5806688666343689
611	0.9811275005340576
612	0.8959392309188843
613	0.6188614964485168
614	0.9677757024765015
615	0.8998618721961975
616	0.5000373721122742
617	0.9645854234695435
618	0.8715596199035645
619	0.5040474534034729
620	0.9555862545967102
621	0.8718671798706055
622	0.5482974648475647
623	0.9514790773391724
624	0.91933274269104
625	0.4529913365840912
626	0.9626426100730896
627	0.9282973408699036
628	0.5037650465965271
629	0.9647027850151062
630	0.93548583984375
631	0.5851660370826721
632	0.9524880647659302
633	0.9170198440551758
634	0.5495651364326477
635	0.9756739139556885
636	0.941416323184967
637	0.5370834469795227
638	0.9699604511260986
639	0.9493551254272461
640	0.5655195116996765
641	0.9582055807113647
642	0.9578465223312378
643	0.5343788862228394
